"hospital_id","year","state","g","p","charity_care","uninsured_cost","medicaid_mix","hospital_ownership_type"
500151,2018,"washington",2014,1,0.0135370672221768,0.00629973889579137,0.15441754020308,"non-profit"
500151,2019,"washington",2014,1,0.0169980034264268,0.00561194337648349,0.14474621583035,"non-profit"
500151,2020,"washington",2014,1,0.0191579086964809,0.00371995573953165,0.131586639585461,"non-profit"
500151,2021,"washington",2014,1,0.0133906635212489,0.00448403175100764,0.145909027895544,"non-profit"
500151,2022,"washington",2014,1,0.013215837952199,0.00603859595438235,0.146832270058699,"non-profit"
500151,2023,"washington",2014,1,0.0132914451921012,0.00559240411392734,0.142080183321501,"non-profit"
501316,2011,"washington",2014,0,-0.0236801892843265,0.0743498040747138,0.192426201942162,"governmental"
501316,2012,"washington",2014,0,-0.0104620339009004,0.0498758207696462,0.224399400226515,"governmental"
501316,2013,"washington",2014,0,-0.0215451879347815,0.0660305870624396,0.253451690254503,"governmental"
501316,2014,"washington",2014,0,-0.0261598748991044,0.0393538566055095,0.30746426815901,"governmental"
501316,2015,"washington",2014,0,-0.0313639235010983,0.0272350036387876,0.369303150988194,"governmental"
501316,2016,"washington",2014,0,-0.0340309370315417,0.0344182653635541,0.309960118996022,"governmental"
501316,2017,"washington",2014,0,-0.0352261574864172,0.0393528994856801,0.322984946249577,"governmental"
501316,2018,"washington",2014,0,-0.030354344788241,0.0233621497842791,0.358812688684729,"governmental"
501316,2019,"washington",2014,0,-0.0629576550180708,0.0344412435855427,0.305078882824666,"governmental"
501316,2020,"washington",2014,0,-0.0556757614437739,0.0343710289008537,0.266691399822999,"governmental"
501316,2021,"washington",2014,0,-0.100068626671929,0.0276801545536392,0.152958805343798,"governmental"
501316,2022,"washington",2014,0,-0.0665065690057944,0.00096541753805876,0.320060620175746,"governmental"
501316,2023,"washington",2014,0,-0.0384958246392365,0.022320429878032,0.301760563078109,"governmental"
501308,2011,"washington",2014,0,0.00910533288987999,0.0256923727264231,0.216566182787426,"governmental"
501308,2012,"washington",2014,0,0.0090913817881316,0.0789354540246227,0.229179000353105,"governmental"
501308,2013,"washington",2014,0,0.00411207881955898,0.0412793688071517,0.181974022147059,"governmental"
501308,2014,"washington",2014,0,0.00452653352877757,0.0480135374211451,0.365663686240667,"governmental"
501308,2015,"washington",2014,0,-0.00035584965354448,0.0280044112233899,0.343579124173953,"governmental"
501308,2016,"washington",2014,0,-0.00212902047837643,0.0285408380230641,0.351933399542899,"governmental"
501308,2017,"washington",2014,0,-0.0018953134901727,0.0234891868152592,0.333928313701536,"governmental"
501308,2018,"washington",2014,0,-0.00014236674429382,0.0152246406765684,0.317601922819971,"governmental"
501308,2019,"washington",2014,0,-0.00481352159159056,0.0152280380007915,0.288560470384365,"governmental"
501308,2020,"washington",2014,0,-0.0197797582645266,0.0115656958255652,0.298554072796808,"governmental"
501308,2021,"washington",2014,0,-0.00760859089959613,0.00274656557857819,0.270580610937868,"governmental"
501308,2022,"washington",2014,0,-0.00236512279179301,0.0203925485752897,0.285877230715886,"governmental"
501308,2023,"washington",2014,0,0.00371803178970338,0.0088570944181491,0.273710932801554,"governmental"
501314,2011,"washington",2014,0,0.0245053000237768,0.0296844167151035,0.0335608482210638,"governmental"
501314,2012,"washington",2014,0,0.0500727289865958,0.00929361474986166,0.0335608482210638,"governmental"
501314,2013,"washington",2014,0,0.0219615753092819,0.0313929830714809,0.0335608482210638,"governmental"
501314,2014,"washington",2014,0,0.00259973978134047,0.0100510017969809,0.0249156615989561,"governmental"
501314,2015,"washington",2014,0,0.00287793095430664,0.0006767916357036,0.130882816175658,"governmental"
501314,2016,"washington",2014,0,0.00315612212727281,0.0303038745972351,0.236849970752359,"governmental"
501314,2017,"washington",2014,0,0.0109553579960903,0.0262039749147116,0.229877364219445,"governmental"
501314,2018,"washington",2014,0,0.00219879987571809,0.0275443436207127,0.269642362291182,"governmental"
501314,2019,"washington",2014,0,0.00580176581254204,0.0385401611711608,0.26938301375332,"governmental"
501314,2020,"washington",2014,0,0.00842377778290439,0.0771894353896811,0.265385454219592,"governmental"
501314,2021,"washington",2014,0,0.00543057425869053,0.0463814091134093,0.246436771560784,"governmental"
501314,2022,"washington",2014,0,0.00437515476489966,0.0224746809558802,0.23212379766848,"governmental"
501314,2023,"washington",2014,0,0.00437515476489966,0.0358674083456202,0.210052687799819,"governmental"
500152,2011,"washington",2014,1,0.153206729585934,0.026815238209,0.0481441383245293,"non-profit"
500152,2012,"washington",2014,1,0.0210613320701478,0.026455000945624,0.0487893471046644,"non-profit"
500152,2013,"washington",2014,1,0.0212765844908379,0.0207885997151008,0.0518111924717261,"non-profit"
500152,2014,"washington",2014,1,0.0188271022330582,0.00929630966801517,0.0918213897744012,"non-profit"
500152,2015,"washington",2014,1,0.0127379837486905,0.00477608175809326,0.0908618871137763,"non-profit"
500152,2016,"washington",2014,1,0.00409622936266757,0.00616062475715469,0.102837543158203,"non-profit"
500152,2017,"washington",2014,1,0.0165293998378321,0.00648111004468599,0.107283134980624,"non-profit"
500152,2018,"washington",2014,1,0.0138333526834078,0.00738019113494576,0.102971085223602,"non-profit"
500152,2019,"washington",2014,1,0.0125021585512947,0.00750054631927859,0.0993579340340047,"non-profit"
500152,2020,"washington",2014,1,0.0169967846883124,0.00844398941608376,0.0993434522714215,"non-profit"
500152,2021,"washington",2014,1,0.0118534256167912,0.00594874256244788,0.108443363542668,"non-profit"
500152,2022,"washington",2014,1,0.0198880036206927,0.00109143560514188,0.114121925754932,"non-profit"
500152,2023,"washington",2014,1,0.0152069868662779,0.00235546842160238,0.104836966093,"non-profit"
500124,2011,"washington",2014,0,0.0125347885528105,0.025619781886765,0.0834980410060694,"governmental"
500124,2012,"washington",2014,0,0.00907550384267743,0.020614311692624,0.0696199732450436,"governmental"
500124,2013,"washington",2014,0,0.0129438546982206,0.0183227890429796,0.0719300779378889,"governmental"
500124,2014,"washington",2014,0,0.00489736496443255,0.00994242983744928,0.0868198274507168,"governmental"
500124,2015,"washington",2014,0,0.00549764955571438,0.0108749135923119,0.104070552001331,"governmental"
500124,2016,"washington",2014,0,0.00612281606113671,0.0101803010441835,0.10179837730718,"governmental"
